ApplicationDocsID	ApplicationDocsTypeID	ApplNo	SubmissionType	SubmissionNo	ApplicationDocsTitle	ApplicationDocsURL	ApplicationDocsDate
1	1	004782	SUPPL     	125	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782slr125ltr.pdf	2003-07-28 00:00:00
2	1	004782	SUPPL     	128	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/04782slr128ltr.pdf	2002-11-27 00:00:00
3	1	004782	SUPPL     	130	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782se2-115,slr130ltr.pdf	2003-05-16 00:00:00
4	1	004782	SUPPL     	138	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s138,139ltr.pdf	2005-04-12 00:00:00
5	1	004782	SUPPL     	141	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s141ltr.pdf	2005-08-04 00:00:00
6	1	004782	SUPPL     	142	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s142ltr.pdf	2005-11-03 00:00:00
7	1	004782	SUPPL     	147	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/04782s147_ltr.pdf	2006-09-18 00:00:00
8	1	004782	SUPPL     	164	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/004782s162,s164,s0167ltr.pdf	2011-10-31 00:00:00
9	1	004782	SUPPL     	167	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/004782s162,s164,s0167ltr.pdf	2011-10-31 00:00:00
10	1	004782	SUPPL     	171	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/004782Orig1s171ltr.pdf	2014-12-04 00:00:00
11	1	005010	SUPPL     	47	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/05010slr047ltr.pdf	2003-03-10 00:00:00
12	1	005010	SUPPL     	49	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/005010s049ltr.pdf	2009-03-10 00:00:00
13	1	005010	SUPPL     	50	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/005010s050ltr.pdf	2011-04-13 00:00:00
14	1	005213	SUPPL     	37	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/005213s037ltr.pdf	2009-01-30 00:00:00
15	1	005378	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/005378Orig1s027ltr.pdf	2013-08-27 00:00:00
16	1	005619	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05619s16ltr.pdf	2004-05-27 00:00:00
17	1	005856	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/005856s020ltr.pdf	2009-04-29 00:00:00
18	1	005929	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05929slr032,033and20148slr007,008ltr.pdf	2003-07-31 00:00:00
19	1	005939	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/05939s007Ltr.pdf	2007-04-25 00:00:00
20	1	006002	SUPPL     	39	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06002slr039ltr.pdf	2003-06-22 00:00:00
21	1	006002	SUPPL     	42	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/006002s042ltr.pdf	2009-06-17 00:00:00
22	1	006035	SUPPL     	72	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/06035slr072ltr.pdf	2004-03-02 00:00:00
23	1	006035	SUPPL     	73	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06035slr073ltr.pdf	2003-10-09 00:00:00
24	1	006134	SUPPL     	28	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/06134s028ltr.pdf	2006-12-04 00:00:00
25	1	006134	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/006134Orig1s032ltr.pdf	2013-04-16 00:00:00
26	1	006134	SUPPL     	35	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/006134Orig1s035ltr.pdf	2014-04-17 00:00:00
27	1	006134	SUPPL     	36	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/006134Orig1s036ltr.pdf	2014-08-20 00:00:00
28	1	006134	SUPPL     	39	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/006134Orig1s039ltr.pdf	2016-04-22 00:00:00
29	1	006188	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/006188s021,s022ltr.pdf	2011-07-29 00:00:00
30	1	006695	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06695slr030ltr.pdf	2003-03-26 00:00:00
31	1	006773	SUPPL     	36	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06773slr036ltr.pdf	2003-07-06 00:00:00
32	1	006882	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06882slr033ltr.pdf	2003-06-08 00:00:00
33	1	006927	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06927slr030,09112slr021ltr.pdf	2004-06-03 00:00:00
34	1	007073	SUPPL     	126	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/007073Orig1s126ltr.pdf	2013-07-22 00:00:00
35	1	007337	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/07337slr029ltr.pdf	2004-06-15 00:00:00
36	1	007337	SUPPL     	43	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/07337s043LTR.pdf	2006-08-21 00:00:00
37	1	007337	SUPPL     	46	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/007337s046ltr.pdf	2010-07-30 00:00:00
38	1	007409	SUPPL     	42	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/007409Orig1s042,008370Orig1s033ltr.pdf	2013-01-15 00:00:00
39	1	007638	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/007638s032ltr.pdf	2006-01-30 00:00:00
40	1	007638	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/007638s033ltr.pdf	2008-02-07 00:00:00
41	1	007935	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/07935slr025,026,028ltr.pdf	2002-12-26 00:00:00
42	1	007935	SUPPL     	28	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/07935slr025,026,028ltr.pdf	2002-12-26 00:00:00
43	1	007935	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/07935s030ltr.pdf	2004-11-15 00:00:00
44	1	007961	SUPPL     	28	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/007409s041,007961s028,008370s032ltr.pdf	2011-08-02 00:00:00
45	1	000793	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/000793s025ltr.pdf	2007-10-04 00:00:00
46	1	001546	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/1546s011.pdf	2002-04-24 00:00:00
47	1	003444	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/03444slr020ltr.pdf	2003-11-25 00:00:00
48	1	004782	SUPPL     	93	0	http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/04782s093_premarin_appltrs.pdf	1998-09-08 00:00:00
49	1	004782	SUPPL     	115	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782se2-115,slr130ltr.pdf	2003-05-16 00:00:00
50	1	004782	SUPPL     	129	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782slr129ltr.pdf	2003-01-07 00:00:00
51	1	004782	SUPPL     	133	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/04782slr133,136ltr.pdf	2004-04-29 00:00:00
52	1	004782	SUPPL     	136	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/04782slr133,136ltr.pdf	2004-04-29 00:00:00
53	1	004782	SUPPL     	137	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/04782s137ltr.pdf	2004-08-31 00:00:00
54	1	004782	SUPPL     	139	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s138,139ltr.pdf	2005-04-12 00:00:00
55	1	004782	SUPPL     	146	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/004782s146LTR.pdf	2006-04-25 00:00:00
